,index,ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,DIAMETREARBREAUNMETRE,ESPECE,GENRE_BOTA,PLU,SEVERITEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,ARBREDEVOIRIE,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,DEFAUT,Collet,Houppier,Racine,Tronc,latitude,longitude,TETEDECHAT,LIERRE,CEPEE
156,158,3,2004,2013,2015,ESP8313,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.721155931805944,45.17267443877902,0,0,0
157,159,2,2009,2015,2018,ESP5712,10,platanoides,Acer,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.725278662624628,45.16720386819154,0,0,0
158,160,3,2005,2015,2018,ESP20754,10,campestris,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.724875729810123,45.17102465512567,0,0,0
159,161,2,2004,2013,2016,ESP4562,40,tomentosa,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.73348004066177,45.16750958666292,0,0,0
160,162,5,2006,2015,2017,ESP5473,80,?,Thuja,0,1,3,0,1,2,0,1,0,3,0,0,0,0,0,5.738385872029291,45.1948093741911,0,0,0
161,163,3,2004,2015,2017,ESP24250,10,sylvestris,Pinus,0,0,3,0,1,1,3,0,0,1,0,0,0,0,0,5.723428540369284,45.17333920502844,0,0,0
162,164,0,2013,2013,2019,ESP32344,10,?,Fraxinus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.71298770381349,45.198248363124875,0,0,0
163,165,2,2004,2015,2020,ESP6610,30,acerifolia,Platanus,0,1,3,0,1,1,0,1,0,3,1,0,0,1,1,5.729028289849242,45.16416587105044,0,0,0
164,166,5,2004,2014,2014,ESP29993,50,abies,Picea,0,0,2,0,1,1,0,2,0,3,1,0,1,0,0,5.739177723913326,45.19225267498433,0,0,0
165,167,2,2004,2014,2014,ESP15347,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.736854459903494,45.15923308677694,0,0,0
166,168,3,2004,2013,2015,ESP21147,20,nigra,Pinus,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,5.7245982754981934,45.17113713024436,0,0,0
167,169,2,2009,2015,2017,ESP22459,0,acerifolia,Platanus,0,0,3,1,0,0,0,1,1,3,0,0,0,0,0,5.7346933362462185,45.160141030417144,0,0,0
168,170,0,2006,2013,2015,ESP17125,10,?,Fraxinus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.712190424452039,45.19292328356248,0,0,0
169,171,1,2004,2013,2012,ESP22944,50,triacanthos,Gleditsia,0,1,3,0,1,1,0,0,0,3,0,0,0,0,0,5.707284549229506,45.16379721795881,0,0,0
170,172,1,2004,2013,2015,ESP14451,0,pseudoplatanus,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.702493108082234,45.169581038644665,0,0,0
171,173,2,2004,2011,2016,ESP22125,50,?,Fraxinus,0,0,3,0,1,1,0,3,0,3,0,0,0,0,0,5.738984725103572,45.16510999459171,0,0,0
172,174,2,2004,2014,2015,ESP2425,20,kagayamae,Morus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.727529969065127,45.16052491581218,0,0,0
173,175,0,2013,2013,2019,ESP32366,10,ornus,Fraxinus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.71315479791614,45.19770635008984,0,0,0
174,176,3,2004,2015,2017,ESP10757,10,cordata,Alnus,0,1,0,0,1,1,0,3,0,1,1,0,1,0,0,5.73716684162866,45.17281843613195,0,0,0
175,177,2,2004,2013,2015,ESP9609,30,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.736195013412875,45.15682832430549,0,0,0
176,178,3,2004,2015,2017,ESP20044,10,nigra,Pinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7177492545036595,45.17550801181766,0,0,0
177,179,2,2004,2015,2020,ESP15306,20,cappadocicum,Acer,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.7303100172127035,45.16468582192913,0,0,0
178,180,0,2004,2014,2014,ESP15877,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.707476093915184,45.19228442018977,0,0,0
179,181,1,2009,2015,2019,ESP9946,0,regia,Juglans,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,5.7031674868221875,45.17034672573996,0,0,0
180,182,2,2004,2015,2018,ESP29570,30,alba,Populus,0,1,2,0,2,2,0,0,0,3,0,0,0,0,0,5.732385899827269,45.16576336897486,0,0,0
181,183,1,2004,2015,2015,ESP12518,40,carnea,Aesculus,0,3,0,0,1,1,0,3,0,3,1,0,0,0,1,5.711851342202048,45.174492253624614,0,0,0
182,184,2,2004,2014,2014,ESP29059,20,platanoides,Acer,0,3,1,1,1,1,0,0,0,3,1,0,0,0,1,5.730355709763722,45.16088298167109,0,0,0
183,185,4,2014,2014,2019,ESP31449,10,tomentosa,Paulownia,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.735159980499815,45.17093645919973,0,0,0
184,186,5,2004,2014,2015,ESP8911,10,siliquastrum,Cercis,0,0,3,0,1,0,2,1,0,3,0,0,0,0,0,5.731984865713652,45.19557456273447,0,0,0
185,187,4,2004,2015,2018,ESP19574,40,pseudoacacia,Robinia,0,1,2,0,1,1,0,0,0,1,1,1,1,0,0,5.740563266814209,45.19040078781571,0,1,0
186,188,2,2004,2015,2017,ESP27430,10,triacanthos,Gleditsia,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,5.723746931603128,45.16583715693648,0,0,0
187,189,4,2004,2015,2018,ESP29784,80,acerifolia,Platanus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.744062369324833,45.17414991671618,0,0,0
188,190,5,2004,2015,2016,ESP24107,10,alba,Betula,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.728164439119227,45.185240768315914,0,0,0
189,191,4,2004,2013,2015,ESP2485,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.738670850273824,45.17237579887394,0,0,0
190,192,1,2004,2013,2012,ESP11645,30,pseudoplatanus,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.707022340736281,45.16420610951717,0,0,0
191,193,2,2004,2013,2016,ESP3649,40,robur,Quercus,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,5.733088473011386,45.16854808984829,0,0,0
192,194,1,2004,2013,2015,ESP19608,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.7073698174618,45.16515158217312,0,0,0
193,195,3,2004,2014,2014,ESP11613,50,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.717357884448952,45.1751824958659,0,0,0
194,196,5,2004,2015,2017,ESP14071,40,platyphyllos,Tilia,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.725910307299964,45.19021067825173,0,0,0
195,197,4,2004,2015,2017,ESP29937,20,excelsior,Fraxinus,0,1,3,1,1,1,0,1,1,3,1,0,1,0,0,5.746515715604159,45.17504058190966,0,0,0
196,198,1,2004,2015,2016,ESP26988,0,japonicum,ligustrum,0,3,0,0,1,1,0,3,0,0,1,1,0,0,1,5.703681153670174,45.17090955061056,0,0,0
197,199,0,2004,2014,2015,ESP26351,30,saccharinum,Acer,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.710534516526904,45.19122716391028,0,0,0
198,200,3,2004,2015,2017,ESP1520,10,utilis,Betula,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.733320091291944,45.17312534897202,0,0,0
199,201,1,2004,2014,2016,ESP30022,20,platanoides,Acer,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,5.705839628181804,45.17620458551186,0,0,0
200,202,4,2004,2015,2017,ESP19757,30,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.738228124886298,45.19079323573233,0,0,1
201,203,0,2014,2014,2019,ESP33302,10,ornus,Fraxinus,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.700336760683325,45.204971555285475,0,0,0
202,204,4,2004,2015,2017,ESP18344,10,serrulata,Prunus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7416264096133,45.17193876014281,0,0,0
203,205,1,2004,2013,2015,ESP19634,30,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.713749291338824,45.175467750598486,0,0,0
204,206,3,2004,2015,2016,ESP24702,20,grandiflora,Magnolia,0,1,3,0,1,1,0,1,1,3,1,0,0,0,1,5.740425360003868,45.17359808217211,0,0,0
205,207,5,2004,2015,2020,ESP23542,20,styraciflua,Liquidambar,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7454851126806545,45.19340016466731,0,0,0
206,208,4,2004,2013,2016,ESP5373,60,atlantica,Cedrus,0,0,3,0,1,1,3,2,0,3,0,0,0,0,0,5.743437096297839,45.169804658424304,0,0,0
207,209,5,2004,2015,2017,ESP27687,10,cordata,Alnus,0,2,3,0,1,1,0,1,0,0,1,0,1,0,1,5.737122927223306,45.19006189728336,0,0,0
208,210,0,2004,2014,2014,ESP15850,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.71364492865725,45.19459441859984,0,0,0
209,211,2,2004,2015,2017,ESP16352,0,utilis,Betula,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.725552214464189,45.16614958842774,0,0,0
210,212,1,2004,2014,2014,ESP23429,30,acerifolia,Platanus,0,0,2,1,1,1,0,1,1,1,1,0,1,0,0,5.708392543936867,45.16083331293717,1,0,0
211,213,1,2004,2014,2016,ESP5591,20,excelsior,Fraxinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.711954406845573,45.17314263496761,0,0,0
212,214,0,2014,2014,2020,ESP32962,10,orientalis,Platanus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.71777222610841,45.18466174168717,0,0,0
213,215,2,2008,2014,2014,ESP13036,30,nigra,Pinus,0,0,3,0,0,1,2,0,1,3,0,0,0,0,0,5.7303329881312886,45.15948440316323,0,0,0
214,216,5,2004,2015,2016,ESP5519,20,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.722057059336462,45.180787261103006,0,0,0
215,217,0,2004,2015,2016,ESP5925,20,?,Carpinus,0,1,2,0,1,1,0,1,0,3,1,0,1,0,1,5.712282144791927,45.18983854899342,0,0,0
216,218,1,2013,2013,2015,ESP26493,10,acerifolia,Platanus,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,5.711385209069728,45.165675429814414,0,0,0
217,219,5,2004,2015,2018,ESP29976,10,verrucosa,Betula,0,0,0,0,1,1,0,1,0,3,1,0,1,0,0,5.729511847952252,45.18386652952605,0,0,0
218,220,2,2004,2013,2016,ESP12115,40,tomentosa,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.733549642612886,45.167788336889345,0,0,0
219,221,0,2014,2014,2019,ESP33459,10,suber,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.707816024896408,45.19943296160204,0,0,0
220,222,2,2004,2015,2020,ESP14273,20,platanoides,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.729934281784044,45.16361787731514,0,0,0
221,223,3,2004,2014,2014,ESP14337,100,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,1,0,1,0,0,5.720999979674239,45.17680542697586,0,0,0
222,224,4,2004,2015,2016,ESP7682,50,acerifolia,Platanus,0,2,0,1,1,1,0,3,1,1,1,0,1,0,0,5.736087809140718,45.1671724168296,1,0,0
223,225,5,2004,2015,2016,ESP25026,70,acerifolia,Platanus,0,1,2,0,1,1,0,0,0,3,1,0,1,0,0,5.727093328710541,45.18501386526192,0,0,0
224,226,1,2004,2013,2015,ESP14878,60,australis,Celtis,0,1,3,0,1,1,0,0,0,3,1,1,0,0,1,5.702086933561705,45.16386477304235,0,0,0
225,227,4,2004,2015,2016,ESP24322,50,acerifolia,Platanus,0,1,3,0,1,1,0,3,0,3,1,0,1,0,0,5.742169193233826,45.17496324159968,0,0,0
226,228,5,2004,2015,2017,ESP17917,40,excelsior,Fraxinus,0,1,2,0,1,1,0,1,0,3,1,1,0,0,1,5.719834881040015,45.19490291578797,0,0,0
227,229,5,2004,2015,2017,ESP11937,20,platyphyllos,Tilia,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.726736954514153,45.1904889028788,0,0,0
228,230,1,2004,2013,2018,ESP24314,10,acerifolia,Platanus,0,0,3,1,0,1,0,1,0,3,0,0,0,0,0,5.709898281013864,45.161508062664346,0,0,0
229,231,4,2004,2014,2016,ESP2493,10,floribunda,Malus,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,5.734372129103075,45.171154156844764,0,0,0
230,232,1,2014,2014,2020,ESP32572,10,?,Prunus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.706043209739812,45.16523920666979,0,0,0
231,233,4,2004,2015,2017,ESP4738,10,verrucosa,Betula,0,1,2,0,1,1,0,0,0,1,1,1,0,0,1,5.741523741040632,45.17551387508281,0,0,0
232,235,2,2004,2013,2017,ESP17281,40,tomentosa,Tilia,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.733887489235861,45.167860239037175,0,0,0
233,236,5,2004,2015,2016,ESP28205,20,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.724636787480641,45.18122887584,0,0,0
234,237,0,2013,2013,2019,ESP32360,10,?,Fraxinus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.713742143185378,45.19829152137368,0,0,0
235,238,1,2004,2014,2014,ESP7631,50,platanoides,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.714086449217571,45.169404253354884,0,0,0
236,239,2,2004,2014,2014,ESP21658,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,1,0,0,0,0,0,5.7224659279537615,45.163687558908514,0,0,0
237,240,3,2004,2014,2016,ESP24800,30,serrulata,Prunus,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,5.731835384260143,45.181271228739966,0,0,0
238,241,5,2004,2014,2014,ESP17940,40,excelsior,Fraxinus,0,0,2,0,1,1,0,2,0,1,1,0,1,0,0,5.727059244583985,45.18422348989699,0,0,0
239,242,2,2004,2015,2020,ESP16738,30,platanoides,Acer,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7290873935962,45.16420202453977,0,0,0
240,243,4,2004,2015,2018,ESP3379,40,acerifolia,Platanus,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.742196826005103,45.187452890125954,0,0,0
241,245,3,2004,2015,2017,ESP21924,0,tartarica,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.72897144397471,45.17530779263444,0,0,0
242,246,4,2004,2015,2018,ESP30275,40,?,Acer,0,1,3,0,1,1,0,2,0,3,1,0,1,0,0,5.741460401959618,45.18843455797113,0,0,0
243,247,3,2004,2015,2020,ESP22393,10,styraciflua,Liquidambar,0,0,2,1,1,1,0,1,1,3,0,0,0,0,0,5.720032609109778,45.180453752737925,0,0,0
244,248,4,2009,2013,2016,ESP4889,0,tulipifera,Liriodendron,0,0,3,1,0,0,0,1,0,3,0,0,0,0,0,5.741803059825163,45.170652162760696,0,0,0
245,249,4,2013,2013,2019,ESP31797,10,castaneifolia,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.738607982712776,45.18370072820955,0,0,0
246,251,4,2004,2015,2017,ESP9789,20,?,Acer,0,0,3,0,1,1,0,0,0,1,1,0,1,0,0,5.738765132405543,45.1909241520012,0,0,0
247,252,1,2009,2015,2019,ESP6995,0,regia,Juglans,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,5.703296172836616,45.17041722117152,0,0,0
248,253,4,2004,2013,2015,ESP16640,60,pseudoacacia,Robinia,0,1,2,0,1,1,0,3,0,1,1,0,0,0,1,5.734175574341371,45.169555521434,0,0,0
249,254,4,2004,2015,2018,ESP29956,10,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.745668245618237,45.18815374153611,0,0,0
250,255,2,2004,2013,2014,ESP20524,20,triacanthos,Gleditsia,0,0,3,1,1,1,0,2,1,3,0,0,0,0,0,5.728701136520867,45.16416672369186,0,0,0
251,256,4,2004,2015,2020,ESP16114,10,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.744561626137841,45.1884245875717,0,0,0
252,257,0,2009,2014,2016,ESP5880,10,platanoides,Acer,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.714477641449383,45.192911689910446,0,0,0
253,258,3,2004,2015,2017,ESP2128,0,nigra,Pinus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.717550708649048,45.17574435664805,0,0,0
254,259,4,2004,2015,2017,ESP16389,50,acerifolia,Platanus,0,2,0,1,1,1,0,3,1,1,1,0,1,0,0,5.739215809640126,45.16819476652644,0,0,0
255,260,5,2004,2014,2016,ESP30141,40,saccharinum,Acer,0,0,2,1,1,1,0,0,1,1,1,0,1,0,0,5.727815845857295,45.192447674521304,0,0,0
256,261,1,2004,2014,2016,ESP6379,40,tomentosa,Tilia,0,0,3,0,1,1,0,2,0,3,1,0,0,1,0,5.706019899890065,45.17656298912624,0,0,0
257,262,2,2004,2015,2016,ESP24359,30,altissima,Ailanthus,0,2,0,0,2,2,0,2,0,1,1,0,1,0,1,5.733355343294468,45.16600936605566,0,0,0
258,263,1,2004,2013,2015,ESP20739,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.702370505909627,45.16577121965238,0,0,0
259,264,5,2004,2014,2014,ESP18605,20,japonica,Sophora,0,2,2,0,1,1,0,2,0,0,1,0,1,0,0,5.727108568229713,45.184307331230805,0,0,0
260,265,5,2004,2015,2017,ESP4837,30,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.741301870925023,45.19349770663693,0,0,1
261,266,5,2004,2015,2017,ESP28353,20,sylvestris,Pinus,0,0,3,0,1,1,1,0,0,3,0,0,0,0,0,5.7214957199039285,45.19424663696048,0,0,0
262,267,3,2004,2013,2015,ESP3850,30,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.718702992955576,45.17129560963315,0,0,0
263,268,0,2013,2013,2019,ESP32328,10,avium,Prunus,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.713252460365322,45.198884390551804,0,0,0
264,269,4,2004,2015,2016,ESP13160,20,saccharinum,Acer,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.74345137632213,45.18894496937842,0,0,1
265,270,2,2004,2013,2016,ESP29551,20,robur,Quercus,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,5.732761381099281,45.168697921630695,0,0,0
266,271,1,2006,2013,2015,ESP9465,30,cordata,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.704945299124628,45.16430434097257,0,0,0
267,272,3,2004,2013,2015,ESP3506,40,tomentosa,Tilia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.733671080712962,45.181934716439706,0,0,0
268,273,5,2004,2013,2015,ESP13495,30,pseudoplatanus,Acer,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,5.734194407379471,45.19127730430364,0,0,0
269,274,1,2004,2013,2015,ESP5569,10,sylvestris,Pinus,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,5.705616746434992,45.16513673441433,0,0,0
270,275,5,2004,2013,2014,ESP25646,50,tomentosa,Tilia,0,1,2,1,1,1,0,1,1,1,1,0,0,1,1,5.721838816907693,45.190448624684144,0,0,0
271,276,2,2004,2014,2014,ESP3758,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.7217299347237125,45.159840451093814,0,0,0
272,277,2,2004,2013,2014,ESP17264,20,triacanthos,Gleditsia,0,0,3,1,1,1,0,2,1,3,0,0,0,0,0,5.728735148490293,45.16332815786109,0,0,0
273,278,1,2004,2013,2015,ESP12651,40,nigra,Morus,0,0,3,0,1,1,0,0,0,3,1,0,1,0,1,5.703951742066703,45.16658499636036,0,0,0
274,279,4,2004,2014,2015,ESP29910,60,alba,Morus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.748925153108083,45.17903829967175,0,0,0
275,280,2,2009,2015,2018,ESP29069,10,platanoides,Acer,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.7268938380810255,45.16723602011392,0,0,0
276,281,4,2004,2014,2015,ESP8675,50,atlantica,Cedrus,0,0,3,0,1,0,3,0,0,3,0,0,0,0,0,5.738151053871206,45.171386735464075,0,0,0
277,282,2,2011,2015,2017,ESP25089,0,utilis,Betula,0,0,3,0,0,1,0,1,1,3,0,0,0,0,0,5.725581684272563,45.16786808812264,0,0,0
278,283,3,2004,2014,2014,ESP25531,30,leylandii,Cupressocyparis,0,0,3,0,1,1,0,2,0,3,1,0,1,0,1,5.72177594391387,45.17712440074297,0,0,0
279,284,3,2004,2013,2015,ESP21444,30,japonica,Sophora,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,5.7228930146199914,45.176974549898176,0,0,0
280,285,1,2004,2014,2016,ESP14892,20,tomentosa,Tilia,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,5.709669345251017,45.17538600336463,0,0,0
281,286,1,2004,2013,2015,ESP18883,20,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.713310714504939,45.17033526681272,0,0,0
282,287,3,2004,2014,2016,ESP23682,20,leylandii,Cupressocyparis,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.72023259347605,45.17730193532584,0,0,0
283,288,4,2004,2015,2019,ESP29619,20,calleryana,Pyrus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.732220620033395,45.18520238760564,0,0,0
284,289,1,2004,2013,2012,ESP20330,40,verrucosa,Betula,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.707949943837342,45.16508953445895,0,0,0
285,290,2,2004,2013,2015,ESP25999,20,triacanthos,Gleditsia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7287172777538276,45.16751444779152,0,0,0
286,291,2,2004,2014,2014,ESP22129,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.722026624687137,45.15984063284076,0,0,0
287,292,5,2004,2014,2016,ESP18919,10,nordmaniana,Abies,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.736613805982341,45.19377658586132,0,0,0
288,293,2,2004,2015,2017,ESP11883,10,verrucosa,Betula,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7331628945937565,45.167524063044254,0,0,0
289,294,1,2004,2013,2012,ESP28967,60,triacanthos,Gleditsia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.707400858606304,45.165087728116255,0,0,0
290,295,3,2004,2013,2015,ESP15432,20,pseudoplatanus,Acer,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,5.7357482308190395,45.17244790155121,0,0,0
291,296,0,2014,2014,2019,ESP33350,10,tulipifera,Liriodendron,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.7021176458608105,45.2040797208143,0,0,0
292,297,4,2004,2013,2016,ESP16326,40,excelsior,Fraxinus,0,1,2,0,1,1,0,0,0,3,0,0,0,0,0,5.74278308613358,45.17001706025053,0,0,0
293,298,5,2004,2014,2015,ESP11513,20,hippocastanum,Aesculus,1,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.7259698350797565,45.19225506703301,0,0,0
294,299,2,2004,2015,2016,ESP5288,20,sylvestris,Pinus,0,0,3,1,0,1,3,1,0,3,0,0,0,0,0,5.731880142645515,45.16831623877189,0,0,0
295,300,4,2014,2014,2019,ESP33605,10,bumalda,Staphylea,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.737154735125885,45.17241401225529,0,0,0
296,301,1,2004,2013,2015,ESP9120,10,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.711474248418989,45.16593152963059,0,0,0
297,302,1,2004,2013,2015,ESP23936,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.7072096271264465,45.164015781490455,0,0,0
298,303,1,2004,2015,2016,ESP4392,10,?,Acer,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.706048605867091,45.17761596746433,0,0,0
299,304,4,2004,2015,2017,ESP17398,30,?,Carpinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.737450827178458,45.172547453840465,0,0,0
300,305,3,2004,2015,2017,ESP13772,30,platanoides,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.724567519017076,45.173138356319576,0,0,0
301,306,0,2004,2014,2015,ESP10677,20,betulus,Carpinus,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.7106529632570115,45.19154694297629,0,0,0
302,307,4,2004,2013,2016,ESP26014,40,colurna,Corylus,0,0,3,0,1,1,0,0,1,3,0,0,0,0,0,5.734175776128702,45.16949113728156,0,0,0
303,308,3,2004,2013,2015,ESP14958,30,japonica,Sophora,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,5.7225434450275205,45.17727540016233,0,0,0
304,309,0,2004,2014,2015,ESP2562,30,saccharinum,Acer,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,5.711006354008455,45.191014294646706,0,0,0
305,310,5,2004,2014,2016,ESP16509,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7334916962508276,45.194438891497846,0,0,0
306,311,5,2004,2015,2017,ESP18571,10,?,Pinus,0,0,3,0,1,1,2,0,0,1,0,0,0,0,0,5.721245481647805,45.19468901885879,0,0,0
307,312,3,2004,2015,2017,ESP6338,20,sylvestris,Pinus,0,0,3,0,1,1,3,0,0,1,0,0,0,0,0,5.723970247980186,45.17310299437035,0,0,0
308,313,4,2004,2015,2018,ESP30722,10,platanoides,Acer,0,0,3,0,1,1,0,0,1,3,0,0,0,0,0,5.736167932010652,45.16680945233911,0,0,0
309,314,5,2004,2015,2018,ESP4069,10,verrucosa,Betula,0,2,0,0,1,1,0,1,0,3,1,0,0,0,1,5.729715177390772,45.18387574779414,0,0,0
310,315,1,2004,2013,2015,ESP28141,20,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.71342965681205,45.170960604973395,0,0,0
311,316,1,2004,2014,2015,ESP2309,10,siliquastrum,Cercis,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,5.706468834056686,45.176536565705355,0,0,0
312,317,3,2004,2014,2016,ESP1437,10,platanoides,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.731835691413911,45.171104219678845,0,0,0
313,318,2,2004,2015,2017,ESP15553,0,utilis,Betula,0,1,3,0,1,0,0,1,1,3,1,0,1,0,0,5.725173153525732,45.16806999007058,0,0,0
314,319,3,2004,2015,2020,ESP6562,10,ceracifera,Prunus,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.720282465361518,45.18009571251255,0,0,0
315,320,0,2004,2014,2019,ESP17522,30,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.703702141326303,45.18089096907629,0,0,0
